subj | RT | SL | DISP
29 | 1135 | LTPL | SDD
29 | 813 | LTPL | HD
29 | 543 | LTPL | SDD
29 | 541 | LTPL | STD
29 | 671 | HTPL | STD
29 | 612 | HTPL | SDD
29 | 551 | HTPL | HD
29 | 666 | LTPL | SDD
29 | 567 | HTPL | SDD
29 | 620 | HTPL | STD
29 | 464 | LTPL | STD
29 | 494 | LTPL | STD
29 | 770 | HTPL | SDD
29 | 542 | HTPL | HD
29 | 499 | HTPL | STD
29 | 530 | LTPL | SDD
29 | 466 | LTPL | SDD
29 | 829 | HTPL | SDD
29 | 702 | HTPL | HD
29 | 614 | LTPL | HD
29 | 706 | HTPL | SDD
29 | 446 | LTPL | HD
29 | 559 | LTPL | SDD
29 | 533 | LTPL | SDD
29 | 950 | HTPL | STD
29 | 475 | LTPL | STD
29 | 668 | LTPL | HD
29 | 583 | HTPL | HD
29 | 617 | HTPL | HD
29 | 1318 | LTPL | STD
29 | 885 | LTPL | SDD
29 | 507 | LTPL | HD
29 | 515 | LTPL | STD
29 | 499 | LTPL | SDD
29 | 575 | LTPL | STD
29 | 954 | HTPL | HD
29 | 784 | HTPL | STD
29 | 798 | HTPL | HD
29 | 818 | LTPL | HD
29 | 590 | HTPL | HD
29 | 596 | LTPL | HD
29 | 660 | HTPL | STD
29 | 796 | LTPL | HD
29 | 745 | HTPL | SDD
29 | 583 | HTPL | SDD
29 | 924 | LTPL | STD
29 | 546 | LTPL | SDD
29 | 644 | HTPL | SDD
29 | 735 | HTPL | SDD
29 | 587 | LTPL | SDD
29 | 555 | HTPL | SDD
29 | 874 | HTPL | HD
29 | 891 | LTPL | SDD
29 | 978 | HTPL | SDD
29 | 538 | LTPL | HD
29 | 800 | LTPL | STD
29 | 888 | LTPL | SDD
29 | 597 | HTPL | HD
29 | 679 | HTPL | SDD
29 | 987 | LTPL | SDD
29 | 585 | HTPL | HD
29 | 586 | HTPL | HD
29 | 559 | LTPL | HD
29 | 531 | HTPL | STD
29 | 550 | LTPL | STD
29 | 586 | HTPL | HD
29 | 673 | LTPL | HD
29 | 620 | HTPL | STD
29 | 570 | HTPL | HD
29 | 542 | HTPL | STD
29 | 526 | LTPL | SDD
29 | 701 | LTPL | SDD
29 | 631 | LTPL | STD
29 | 684 | LTPL | HD
29 | 666 | HTPL | STD
29 | 583 | HTPL | STD
29 | 665 | HTPL | HD
29 | 525 | LTPL | STD
29 | 522 | LTPL | HD
29 | 577 | LTPL | SDD
29 | 860 | LTPL | STD
29 | 695 | HTPL | STD
29 | 469 | HTPL | STD
29 | 585 | LTPL | HD
29 | 571 | HTPL | STD
29 | 512 | HTPL | STD
29 | 518 | HTPL | SDD
29 | 699 | HTPL | SDD
29 | 495 | HTPL | STD
29 | 676 | HTPL | HD
29 | 549 | LTPL | STD
29 | 814 | HTPL | STD
29 | 481 | LTPL | STD
29 | 604 | LTPL | STD
29 | 535 | HTPL | HD
29 | 559 | HTPL | SDD
29 | 788 | LTPL | HD
29 | 1144 | HTPL | SDD
29 | 690 | LTPL | STD
29 | 1045 | LTPL | SDD
29 | 617 | HTPL | SDD
29 | 815 | LTPL | STD
29 | 759 | LTPL | HD
29 | 536 | LTPL | STD
29 | 590 | HTPL | HD
29 | 501 | HTPL | HD
29 | 424 | HTPL | HD
29 | 626 | HTPL | SDD
29 | 567 | LTPL | HD
29 | 527 | HTPL | HD
29 | 574 | HTPL | SDD
29 | 716 | HTPL | STD
29 | 525 | HTPL | SDD
29 | 599 | HTPL | HD
29 | 776 | LTPL | HD
29 | 1048 | LTPL | HD
29 | 725 | LTPL | SDD
29 | 539 | HTPL | SDD
29 | 595 | HTPL | STD
29 | 922 | LTPL | STD
29 | 891 | LTPL | HD
29 | 548 | HTPL | SDD
29 | 618 | HTPL | HD
29 | 541 | HTPL | HD
29 | 579 | HTPL | SDD
29 | 558 | HTPL | HD
29 | 767 | LTPL | HD
29 | 590 | HTPL | STD
29 | 788 | LTPL | STD
29 | 604 | HTPL | STD
29 | 886 | HTPL | SDD
29 | 780 | LTPL | SDD
29 | 567 | HTPL | STD
29 | 693 | HTPL | SDD
29 | 751 | LTPL | SDD
29 | 640 | HTPL | STD
29 | 503 | HTPL | HD
29 | 568 | HTPL | STD
29 | 515 | HTPL | SDD
29 | 533 | HTPL | HD
29 | 542 | HTPL | HD
29 | 823 | LTPL | STD
29 | 761 | LTPL | SDD
29 | 850 | LTPL | HD
29 | 1024 | LTPL | HD
29 | 545 | HTPL | STD
29 | 615 | LTPL | SDD
29 | 542 | HTPL | SDD
29 | 488 | HTPL | SDD
29 | 646 | LTPL | HD
29 | 559 | LTPL | HD
29 | 781 | HTPL | HD
29 | 651 | LTPL | SDD
29 | 717 | HTPL | SDD
29 | 662 | LTPL | SDD
29 | 544 | LTPL | STD
29 | 612 | LTPL | HD
29 | 539 | HTPL | HD
29 | 561 | LTPL | HD
29 | 548 | HTPL | SDD
29 | 619 | LTPL | STD
29 | 691 | LTPL | HD
29 | 690 | LTPL | SDD
29 | 619 | HTPL | SDD
29 | 470 | HTPL | STD
29 | 552 | HTPL | HD
29 | 488 | HTPL | STD
29 | 628 | LTPL | HD
29 | 518 | HTPL | HD
29 | 497 | HTPL | SDD
29 | 820 | LTPL | STD
29 | 989 | HTPL | STD
29 | 1138 | LTPL | SDD
29 | 887 | LTPL | HD
29 | 659 | LTPL | STD
29 | 734 | HTPL | STD
29 | 513 | HTPL | HD
29 | 500 | HTPL | STD
29 | 675 | LTPL | STD
29 | 482 | HTPL | HD
29 | 767 | LTPL | SDD
29 | 485 | HTPL | STD
29 | 474 | HTPL | STD
29 | 587 | HTPL | STD
29 | 780 | HTPL | SDD
29 | 700 | LTPL | HD
29 | 827 | HTPL | SDD
29 | 486 | HTPL | STD
29 | 462 | LTPL | SDD
29 | 722 | LTPL | STD
29 | 742 | LTPL | SDD
29 | 645 | LTPL | HD
29 | 774 | LTPL | SDD
29 | 710 | LTPL | SDD
29 | 610 | LTPL | STD
29 | 605 | LTPL | STD
29 | 610 | HTPL | SDD
29 | 477 | LTPL | HD
29 | 567 | HTPL | HD
29 | 636 | LTPL | STD
29 | 526 | HTPL | STD
29 | 747 | LTPL | SDD
29 | 503 | LTPL | HD
29 | 538 | HTPL | HD
29 | 1021 | LTPL | HD
29 | 781 | HTPL | HD
29 | 600 | HTPL | HD
29 | 612 | HTPL | HD
29 | 687 | HTPL | HD
29 | 875 | LTPL | SDD
29 | 733 | LTPL | STD
29 | 649 | HTPL | SDD
29 | 693 | HTPL | STD
29 | 650 | LTPL | STD
29 | 838 | LTPL | SDD
29 | 914 | HTPL | HD
29 | 1079 | LTPL | SDD
29 | 576 | LTPL | SDD
29 | 537 | HTPL | STD
29 | 602 | LTPL | SDD
29 | 528 | HTPL | HD
29 | 501 | HTPL | STD
29 | 549 | LTPL | HD
29 | 849 | LTPL | STD
29 | 690 | HTPL | SDD
29 | 539 | HTPL | SDD
29 | 914 | LTPL | STD
29 | 555 | HTPL | HD
29 | 561 | HTPL | SDD
29 | 755 | HTPL | SDD
29 | 556 | LTPL | SDD
29 | 614 | HTPL | STD
29 | 463 | HTPL | STD
29 | 540 | LTPL | STD
29 | 542 | HTPL | SDD
29 | 991 | HTPL | SDD
29 | 833 | HTPL | SDD
29 | 600 | LTPL | HD
29 | 908 | HTPL | STD
29 | 800 | LTPL | STD
29 | 664 | LTPL | HD
29 | 982 | LTPL | SDD
29 | 856 | HTPL | SDD
29 | 580 | HTPL | HD
29 | 504 | HTPL | SDD
29 | 704 | HTPL | HD
29 | 672 | LTPL | HD
29 | 527 | HTPL | HD
29 | 871 | LTPL | STD
29 | 723 | LTPL | STD
29 | 570 | HTPL | STD
29 | 602 | HTPL | STD
29 | 604 | HTPL | SDD
29 | 534 | HTPL | STD
29 | 612 | LTPL | HD
29 | 629 | LTPL | HD
29 | 734 | HTPL | SDD
29 | 648 | LTPL | HD
29 | 810 | HTPL | SDD
29 | 560 | LTPL | HD
29 | 660 | HTPL | SDD
29 | 666 | HTPL | HD
29 | 505 | HTPL | HD
29 | 827 | HTPL | HD
29 | 790 | LTPL | HD
29 | 741 | HTPL | STD
29 | 597 | LTPL | STD
29 | 911 | LTPL | STD
29 | 796 | LTPL | SDD
29 | 879 | HTPL | STD
29 | 631 | LTPL | STD
29 | 744 | LTPL | HD
29 | 1095 | LTPL | HD
29 | 686 | LTPL | STD
29 | 729 | HTPL | SDD
29 | 873 | LTPL | SDD
29 | 809 | HTPL | HD
29 | 667 | LTPL | STD
29 | 898 | HTPL | SDD
29 | 689 | HTPL | HD
29 | 733 | LTPL | STD
29 | 557 | HTPL | STD
29 | 719 | LTPL | STD
29 | 727 | LTPL | HD
29 | 547 | HTPL | HD
29 | 742 | LTPL | HD
29 | 824 | LTPL | SDD
29 | 856 | LTPL | SDD
29 | 986 | LTPL | STD
29 | 766 | LTPL | SDD
29 | 553 | HTPL | STD
29 | 694 | LTPL | HD
29 | 651 | HTPL | SDD
29 | 1021 | HTPL | STD
29 | 670 | HTPL | STD
29 | 1027 | HTPL | SDD
29 | 598 | LTPL | SDD
29 | 577 | HTPL | STD
29 | 670 | LTPL | SDD
29 | 644 | HTPL | STD
29 | 649 | HTPL | STD
29 | 1155 | LTPL | STD
29 | 962 | HTPL | SDD
29 | 635 | HTPL | STD
29 | 789 | LTPL | STD
29 | 1198 | LTPL | HD
29 | 917 | HTPL | HD
29 | 862 | LTPL | HD
29 | 554 | LTPL | HD
29 | 1131 | HTPL | STD
29 | 1020 | HTPL | SDD
29 | 717 | HTPL | STD
29 | 1257 | LTPL | HD
29 | 1051 | HTPL | SDD
29 | 821 | HTPL | HD
29 | 1201 | LTPL | HD
29 | 890 | LTPL | STD
29 | 1263 | HTPL | SDD
29 | 1019 | LTPL | HD
29 | 823 | HTPL | STD
29 | 1000 | LTPL | SDD
29 | 1527 | LTPL | STD
29 | 1271 | HTPL | SDD
29 | 901 | LTPL | STD
29 | 994 | HTPL | HD
29 | 1510 | LTPL | HD
29 | 1034 | HTPL | STD
29 | 955 | HTPL | HD
29 | 1156 | HTPL | STD
29 | 1173 | HTPL | HD
29 | 995 | LTPL | SDD
29 | 1210 | HTPL | HD
29 | 1492 | HTPL | SDD
29 | 724 | LTPL | STD
29 | 907 | LTPL | HD
29 | 1228 | HTPL | HD
29 | 885 | HTPL | SDD
29 | 790 | LTPL | STD
29 | 1327 | HTPL | STD
29 | 752 | LTPL | SDD
29 | 933 | HTPL | STD
29 | 1067 | HTPL | HD
29 | 788 | LTPL | HD
29 | 961 | HTPL | SDD
29 | 790 | LTPL | SDD
29 | 985 | HTPL | HD
29 | 700 | LTPL | SDD
29 | 1072 | HTPL | HD
29 | 920 | HTPL | SDD
29 | 731 | LTPL | SDD
29 | 922 | HTPL | STD
29 | 1166 | HTPL | HD
29 | 1062 | LTPL | STD
29 | 1231 | HTPL | HD
29 | 810 | HTPL | HD
29 | 672 | HTPL | HD
29 | 953 | HTPL | SDD
29 | 980 | LTPL | HD
29 | 576 | HTPL | STD
29 | 1031 | LTPL | SDD
29 | 975 | LTPL | HD
29 | 910 | LTPL | SDD
29 | 714 | HTPL | HD
29 | 686 | HTPL | SDD
29 | 1222 | LTPL | HD
29 | 1012 | HTPL | HD
29 | 1148 | LTPL | HD
29 | 1078 | HTPL | SDD
29 | 778 | HTPL | SDD
29 | 1097 | LTPL | HD
29 | 983 | HTPL | SDD
29 | 1198 | LTPL | STD
29 | 592 | HTPL | HD
29 | 852 | HTPL | HD
29 | 1014 | LTPL | STD
29 | 776 | LTPL | HD
29 | 925 | HTPL | STD
29 | 1031 | LTPL | SDD
29 | 916 | LTPL | SDD
29 | 630 | HTPL | STD
29 | 658 | HTPL | SDD
29 | 684 | LTPL | SDD
29 | 609 | HTPL | STD
29 | 747 | LTPL | SDD
29 | 666 | HTPL | SDD
29 | 904 | LTPL | SDD
29 | 1018 | LTPL | SDD
29 | 583 | LTPL | STD
29 | 892 | LTPL | SDD
29 | 601 | LTPL | STD
29 | 928 | HTPL | STD
29 | 833 | HTPL | HD
29 | 784 | LTPL | STD
29 | 681 | LTPL | STD
29 | 581 | HTPL | STD
29 | 645 | LTPL | HD
29 | 678 | LTPL | HD
29 | 634 | HTPL | STD
29 | 819 | LTPL | SDD
29 | 817 | HTPL | STD
29 | 584 | HTPL | HD
29 | 574 | LTPL | STD
29 | 590 | HTPL | STD
29 | 1027 | LTPL | HD
29 | 544 | HTPL | STD
29 | 507 | LTPL | HD
29 | 520 | LTPL | STD
29 | 891 | HTPL | HD
29 | 946 | LTPL | SDD
29 | 636 | LTPL | HD
29 | 806 | LTPL | HD
29 | 584 | LTPL | STD
29 | 911 | LTPL | SDD
29 | 1495 | HTPL | SDD
30 | 785 | LTPL | SDD
30 | 745 | HTPL | SDD
30 | 590 | LTPL | STD
30 | 652 | LTPL | HD
30 | 747 | HTPL | SDD
30 | 502 | LTPL | HD
30 | 703 | HTPL | HD
30 | 513 | LTPL | SDD
30 | 734 | HTPL | STD
30 | 554 | LTPL | HD
30 | 877 | LTPL | SDD
30 | 533 | LTPL | STD
30 | 667 | LTPL | SDD
30 | 528 | HTPL | STD
30 | 592 | HTPL | STD
30 | 615 | LTPL | STD
30 | 616 | HTPL | SDD
30 | 556 | HTPL | STD
30 | 516 | HTPL | SDD
30 | 517 | HTPL | SDD
30 | 1008 | LTPL | HD
30 | 762 | LTPL | SDD
30 | 510 | HTPL | STD
30 | 689 | LTPL | HD
30 | 565 | LTPL | HD
30 | 709 | HTPL | HD
30 | 710 | LTPL | STD
30 | 600 | HTPL | HD
30 | 662 | LTPL | STD
30 | 670 | LTPL | HD
30 | 592 | HTPL | STD
30 | 1377 | HTPL | SDD
30 | 663 | HTPL | STD
30 | 684 | HTPL | SDD
30 | 688 | LTPL | SDD
30 | 675 | LTPL | SDD
30 | 777 | HTPL | SDD
30 | 770 | HTPL | SDD
30 | 652 | LTPL | SDD
30 | 563 | LTPL | STD
30 | 582 | LTPL | STD
30 | 926 | HTPL | SDD
30 | 751 | LTPL | STD
30 | 748 | LTPL | STD
30 | 909 | LTPL | SDD
30 | 937 | HTPL | SDD
30 | 812 | HTPL | SDD
30 | 668 | LTPL | HD
30 | 932 | HTPL | STD
30 | 532 | HTPL | STD
30 | 578 | LTPL | SDD
30 | 638 | LTPL | HD
30 | 543 | LTPL | STD
30 | 724 | HTPL | SDD
30 | 681 | HTPL | STD
30 | 849 | HTPL | HD
30 | 874 | HTPL | SDD
30 | 657 | HTPL | HD
30 | 741 | LTPL | STD
30 | 753 | HTPL | STD
30 | 568 | HTPL | HD
30 | 804 | LTPL | HD
30 | 696 | HTPL | STD
30 | 676 | LTPL | SDD
30 | 779 | LTPL | STD
30 | 678 | HTPL | HD
30 | 522 | LTPL | HD
30 | 535 | LTPL | STD
30 | 641 | HTPL | SDD
30 | 633 | HTPL | SDD
30 | 579 | HTPL | STD
30 | 544 | LTPL | SDD
30 | 508 | HTPL | HD
30 | 547 | LTPL | STD
30 | 890 | HTPL | HD
30 | 1222 | LTPL | SDD
30 | 590 | LTPL | STD
30 | 728 | HTPL | STD
30 | 493 | LTPL | HD
30 | 790 | HTPL | SDD
30 | 464 | LTPL | STD
30 | 620 | LTPL | HD
30 | 534 | HTPL | STD
30 | 1104 | HTPL | HD
30 | 589 | LTPL | SDD
30 | 563 | LTPL | STD
30 | 680 | HTPL | HD
30 | 602 | LTPL | SDD
30 | 525 | LTPL | HD
30 | 703 | HTPL | SDD
30 | 668 | LTPL | SDD
30 | 642 | HTPL | HD
30 | 766 | HTPL | STD
30 | 822 | HTPL | SDD
30 | 576 | LTPL | SDD
30 | 459 | LTPL | STD
30 | 527 | LTPL | HD
30 | 740 | LTPL | SDD
30 | 723 | LTPL | STD
30 | 1278 | HTPL | HD
30 | 556 | LTPL | HD
30 | 697 | LTPL | HD
30 | 627 | LTPL | SDD
30 | 573 | LTPL | HD
30 | 460 | LTPL | SDD
30 | 721 | HTPL | STD
30 | 496 | LTPL | STD
30 | 900 | HTPL | HD
30 | 1066 | HTPL | HD
30 | 501 | LTPL | HD
30 | 487 | LTPL | HD
30 | 923 | HTPL | SDD
30 | 655 | HTPL | STD
30 | 578 | HTPL | HD
30 | 672 | HTPL | SDD
30 | 555 | HTPL | HD
30 | 659 | HTPL | HD
30 | 516 | HTPL | STD
30 | 538 | HTPL | HD
30 | 547 | LTPL | STD
30 | 768 | LTPL | SDD
30 | 941 | HTPL | HD
30 | 854 | HTPL | SDD
30 | 597 | LTPL | STD
30 | 707 | LTPL | HD
30 | 525 | HTPL | STD
30 | 575 | LTPL | HD
30 | 686 | LTPL | SDD
30 | 548 | HTPL | HD
30 | 708 | HTPL | SDD
30 | 627 | LTPL | HD
30 | 532 | LTPL | HD
30 | 597 | HTPL | HD
30 | 790 | LTPL | SDD
30 | 597 | HTPL | STD
30 | 794 | LTPL | HD
30 | 935 | LTPL | HD
30 | 824 | LTPL | SDD
30 | 567 | LTPL | HD
30 | 677 | HTPL | STD
30 | 991 | LTPL | STD
30 | 858 | LTPL | HD
30 | 838 | LTPL | HD
30 | 811 | LTPL | SDD
30 | 983 | LTPL | SDD
30 | 720 | HTPL | STD
30 | 608 | LTPL | STD
30 | 622 | HTPL | SDD
30 | 748 | LTPL | HD
30 | 647 | HTPL | SDD
30 | 622 | HTPL | SDD
30 | 590 | LTPL | STD
30 | 819 | HTPL | HD
30 | 547 | LTPL | SDD
30 | 521 | HTPL | SDD
30 | 512 | HTPL | HD
30 | 579 | HTPL | HD
30 | 538 | HTPL | SDD
30 | 669 | LTPL | HD
30 | 544 | HTPL | HD
30 | 596 | LTPL | SDD
30 | 606 | HTPL | STD
30 | 476 | HTPL | HD
30 | 750 | LTPL | STD
30 | 633 | HTPL | SDD
30 | 835 | LTPL | HD
30 | 574 | HTPL | STD
30 | 642 | LTPL | STD
30 | 606 | LTPL | STD
30 | 514 | LTPL | SDD
30 | 532 | LTPL | SDD
30 | 616 | HTPL | HD
30 | 619 | LTPL | STD
30 | 539 | LTPL | STD
30 | 543 | HTPL | STD
30 | 514 | HTPL | HD
30 | 488 | HTPL | HD
30 | 777 | LTPL | HD
30 | 555 | HTPL | STD
30 | 738 | LTPL | SDD
30 | 737 | LTPL | HD
30 | 684 | HTPL | SDD
30 | 543 | HTPL | SDD
30 | 655 | HTPL | STD
30 | 669 | LTPL | HD
30 | 506 | LTPL | STD
30 | 740 | LTPL | STD
30 | 938 | LTPL | STD
30 | 621 | HTPL | SDD
30 | 533 | HTPL | SDD
30 | 610 | LTPL | STD
30 | 1563 | HTPL | SDD
30 | 549 | HTPL | HD
30 | 607 | HTPL | STD
30 | 501 | HTPL | STD
30 | 699 | HTPL | STD
30 | 599 | HTPL | SDD
30 | 996 | LTPL | HD
30 | 1329 | LTPL | SDD
30 | 1039 | LTPL | SDD
30 | 524 | HTPL | HD
30 | 674 | HTPL | HD
30 | 743 | LTPL | SDD
30 | 797 | HTPL | HD
30 | 800 | LTPL | STD
30 | 1485 | LTPL | HD
30 | 762 | LTPL | STD
30 | 706 | HTPL | STD
30 | 549 | HTPL | STD
30 | 680 | HTPL | STD
30 | 928 | LTPL | SDD
30 | 1097 | LTPL | SDD
30 | 889 | LTPL | HD
30 | 867 | LTPL | SDD
30 | 562 | HTPL | SDD
30 | 595 | HTPL | SDD
30 | 713 | HTPL | HD
30 | 718 | HTPL | SDD
30 | 960 | LTPL | SDD
30 | 1600 | LTPL | HD
30 | 1154 | HTPL | SDD
30 | 770 | HTPL | SDD
30 | 682 | HTPL | HD
30 | 719 | HTPL | HD
30 | 587 | HTPL | HD
30 | 539 | HTPL | STD
30 | 530 | HTPL | HD
30 | 476 | HTPL | SDD
30 | 497 | HTPL | SDD
30 | 610 | LTPL | SDD
30 | 587 | LTPL | HD
30 | 640 | LTPL | STD
30 | 647 | HTPL | STD
30 | 651 | LTPL | HD
30 | 640 | HTPL | HD
30 | 532 | HTPL | SDD
30 | 550 | LTPL | HD
30 | 559 | LTPL | SDD
30 | 643 | LTPL | HD
30 | 1418 | HTPL | HD
30 | 547 | HTPL | STD
30 | 615 | HTPL | HD
30 | 646 | LTPL | HD
30 | 591 | LTPL | STD
30 | 835 | HTPL | STD
30 | 783 | LTPL | HD
30 | 527 | LTPL | SDD
30 | 806 | HTPL | SDD
30 | 929 | HTPL | SDD
30 | 763 | LTPL | STD
30 | 613 | LTPL | STD
30 | 567 | LTPL | SDD
30 | 660 | HTPL | HD
30 | 750 | LTPL | SDD
30 | 675 | HTPL | STD
30 | 601 | HTPL | STD
30 | 607 | HTPL | SDD
30 | 854 | HTPL | SDD
30 | 590 | HTPL | HD
30 | 685 | LTPL | SDD
30 | 1120 | HTPL | SDD
30 | 610 | LTPL | SDD
30 | 690 | HTPL | STD
30 | 568 | LTPL | HD
30 | 553 | LTPL | SDD
30 | 657 | HTPL | HD
30 | 641 | LTPL | HD
30 | 692 | LTPL | SDD
30 | 570 | LTPL | SDD
30 | 631 | LTPL | SDD
30 | 874 | HTPL | SDD
30 | 536 | LTPL | HD
30 | 647 | HTPL | SDD
30 | 742 | LTPL | STD
30 | 629 | LTPL | HD
30 | 788 | HTPL | HD
30 | 890 | LTPL | HD
30 | 601 | HTPL | STD
30 | 613 | LTPL | HD
30 | 562 | HTPL | SDD
30 | 650 | LTPL | STD
30 | 616 | HTPL | STD
30 | 452 | LTPL | SDD
30 | 727 | HTPL | SDD
30 | 560 | LTPL | STD
30 | 493 | HTPL | STD
30 | 577 | HTPL | SDD
30 | 571 | HTPL | STD
30 | 578 | HTPL | STD
30 | 516 | HTPL | STD
30 | 738 | LTPL | SDD
30 | 530 | LTPL | STD
30 | 754 | LTPL | SDD
30 | 491 | LTPL | STD
30 | 636 | HTPL | SDD
30 | 795 | HTPL | SDD
30 | 503 | LTPL | HD
30 | 518 | LTPL | STD
30 | 580 | LTPL | STD
30 | 621 | HTPL | HD
30 | 599 | HTPL | STD
30 | 614 | HTPL | HD
30 | 718 | LTPL | HD
30 | 557 | LTPL | HD
30 | 470 | LTPL | STD
30 | 1047 | LTPL | SDD
30 | 540 | HTPL | STD
30 | 475 | HTPL | HD
30 | 589 | LTPL | STD
30 | 655 | LTPL | HD
30 | 766 | HTPL | HD
30 | 547 | HTPL | SDD
30 | 684 | LTPL | STD
30 | 511 | HTPL | HD
30 | 745 | LTPL | STD
30 | 581 | LTPL | SDD
30 | 620 | LTPL | STD
30 | 1328 | HTPL | HD
30 | 874 | LTPL | STD
30 | 737 | LTPL | STD
30 | 688 | HTPL | STD
30 | 587 | LTPL | HD
30 | 628 | HTPL | SDD
30 | 614 | HTPL | HD
30 | 646 | HTPL | STD
30 | 549 | HTPL | SDD
30 | 705 | LTPL | SDD
30 | 578 | HTPL | STD
30 | 697 | LTPL | SDD
30 | 446 | HTPL | STD
30 | 654 | LTPL | STD
30 | 776 | HTPL | HD
30 | 916 | LTPL | SDD
30 | 628 | HTPL | STD
30 | 807 | LTPL | SDD
30 | 719 | LTPL | HD
30 | 686 | LTPL | SDD
30 | 961 | HTPL | STD
30 | 607 | HTPL | SDD
30 | 758 | LTPL | STD
30 | 538 | HTPL | HD
30 | 1398 | HTPL | HD
30 | 1033 | HTPL | STD
30 | 881 | HTPL | SDD
30 | 933 | LTPL | SDD
30 | 821 | HTPL | HD
30 | 886 | LTPL | SDD
30 | 699 | LTPL | STD
30 | 735 | HTPL | HD
30 | 711 | HTPL | STD
30 | 660 | LTPL | HD
30 | 777 | LTPL | HD
30 | 668 | HTPL | STD
30 | 1526 | HTPL | SDD
30 | 686 | LTPL | HD
30 | 715 | HTPL | SDD
30 | 744 | LTPL | STD
30 | 848 | HTPL | HD
30 | 984 | LTPL | HD
30 | 730 | LTPL | STD
30 | 852 | HTPL | STD
30 | 851 | LTPL | SDD
30 | 1155 | HTPL | HD
30 | 787 | LTPL | STD
30 | 788 | LTPL | HD
30 | 724 | LTPL | STD
30 | 1015 | LTPL | SDD
30 | 625 | LTPL | HD
30 | 915 | HTPL | HD
30 | 768 | LTPL | SDD
30 | 684 | LTPL | SDD
30 | 690 | HTPL | HD
30 | 726 | HTPL | STD
30 | 767 | HTPL | HD
30 | 616 | HTPL | SDD
30 | 609 | HTPL | STD
30 | 692 | HTPL | SDD
30 | 635 | HTPL | SDD
30 | 600 | HTPL | STD
30 | 945 | HTPL | SDD
30 | 576 | LTPL | STD
30 | 1082 | LTPL | SDD
30 | 594 | HTPL | HD
30 | 712 | HTPL | SDD
30 | 676 | HTPL | SDD
30 | 587 | HTPL | HD
30 | 566 | LTPL | STD
30 | 500 | HTPL | STD
30 | 645 | LTPL | STD
30 | 708 | HTPL | SDD
30 | 555 | HTPL | STD
30 | 527 | HTPL | SDD
30 | 602 | HTPL | HD
30 | 853 | LTPL | SDD
30 | 739 | LTPL | SDD
30 | 642 | LTPL | HD
30 | 583 | LTPL | HD
30 | 988 | HTPL | STD
30 | 632 | LTPL | STD
30 | 588 | HTPL | STD
30 | 905 | LTPL | STD
30 | 649 | HTPL | SDD
30 | 563 | LTPL | HD
30 | 821 | LTPL | SDD
30 | 776 | LTPL | SDD
30 | 674 | HTPL | STD
30 | 956 | LTPL | HD
30 | 700 | LTPL | STD
30 | 712 | LTPL | HD
30 | 1075 | HTPL | HD
30 | 622 | HTPL | STD
30 | 527 | LTPL | SDD
30 | 684 | HTPL | HD
30 | 583 | HTPL | STD
30 | 919 | HTPL | HD
30 | 502 | LTPL | STD
30 | 728 | HTPL | HD
30 | 700 | HTPL | STD
30 | 766 | LTPL | SDD
30 | 798 | LTPL | STD
30 | 589 | LTPL | SDD
30 | 626 | LTPL | SDD
30 | 702 | HTPL | STD
30 | 676 | HTPL | SDD
30 | 682 | HTPL | SDD
30 | 540 | LTPL | HD
30 | 797 | LTPL | HD
30 | 663 | HTPL | SDD
30 | 1121 | HTPL | HD
30 | 622 | HTPL | STD
30 | 730 | LTPL | HD
30 | 683 | LTPL | SDD
30 | 1312 | HTPL | SDD
30 | 747 | LTPL | STD
30 | 748 | LTPL | HD
30 | 855 | LTPL | SDD
30 | 682 | LTPL | HD
30 | 683 | HTPL | SDD
30 | 594 | HTPL | HD
30 | 723 | LTPL | SDD
30 | 697 | HTPL | STD
30 | 1152 | LTPL | HD
30 | 654 | HTPL | SDD
30 | 580 | HTPL | STD
30 | 1169 | HTPL | SDD
30 | 716 | HTPL | HD
30 | 891 | LTPL | SDD
30 | 607 | LTPL | STD
30 | 691 | LTPL | HD
30 | 1065 | HTPL | HD
30 | 618 | HTPL | STD
30 | 645 | LTPL | SDD
30 | 554 | HTPL | STD
31 | 1153 | LTPL | STD
31 | 765 | HTPL | HD
31 | 653 | LTPL | STD
31 | 803 | HTPL | SDD
31 | 585 | LTPL | SDD
31 | 1049 | HTPL | HD
31 | 716 | HTPL | HD
31 | 1240 | LTPL | HD
31 | 647 | HTPL | HD
31 | 625 | HTPL | HD
31 | 718 | LTPL | STD
31 | 624 | HTPL | STD
31 | 692 | HTPL | HD
31 | 1169 | HTPL | SDD
31 | 1263 | LTPL | HD
31 | 662 | HTPL | HD
31 | 682 | LTPL | HD
31 | 1031 | LTPL | STD
31 | 679 | LTPL | STD
31 | 646 | HTPL | HD
31 | 897 | LTPL | HD
31 | 655 | HTPL | HD
31 | 831 | HTPL | SDD
31 | 604 | HTPL | HD
31 | 854 | LTPL | STD
31 | 801 | LTPL | HD
31 | 709 | HTPL | SDD
31 | 653 | HTPL | SDD
31 | 1122 | LTPL | SDD
31 | 617 | HTPL | HD
31 | 803 | LTPL | HD
31 | 724 | HTPL | SDD
31 | 666 | HTPL | STD
31 | 674 | LTPL | SDD
31 | 622 | LTPL | STD
31 | 589 | HTPL | SDD
31 | 557 | HTPL | STD
31 | 490 | HTPL | STD
31 | 795 | LTPL | STD
