subj | RT | SL | DISP
33 | 718 | LTPL | SDD
33 | 574 | LTPL | HD
33 | 999 | HTPL | STD
33 | 643 | LTPL | STD
33 | 752 | HTPL | STD
33 | 583 | HTPL | STD
33 | 595 | LTPL | STD
33 | 758 | LTPL | HD
33 | 873 | LTPL | STD
33 | 802 | HTPL | STD
33 | 888 | HTPL | SDD
33 | 641 | HTPL | STD
33 | 851 | LTPL | SDD
33 | 695 | HTPL | STD
33 | 631 | HTPL | HD
33 | 875 | HTPL | SDD
33 | 563 | HTPL | STD
33 | 566 | HTPL | HD
33 | 623 | LTPL | STD
33 | 820 | HTPL | SDD
33 | 847 | HTPL | SDD
33 | 736 | LTPL | STD
33 | 766 | HTPL | SDD
33 | 625 | HTPL | HD
33 | 599 | LTPL | STD
33 | 837 | HTPL | SDD
33 | 579 | HTPL | HD
33 | 620 | LTPL | STD
33 | 843 | HTPL | SDD
33 | 549 | HTPL | HD
33 | 629 | LTPL | HD
33 | 608 | HTPL | STD
33 | 899 | HTPL | SDD
33 | 597 | LTPL | STD
33 | 743 | HTPL | HD
33 | 561 | HTPL | STD
33 | 545 | HTPL | STD
33 | 419 | HTPL | STD
33 | 619 | HTPL | SDD
33 | 726 | LTPL | STD
33 | 560 | HTPL | STD
33 | 626 | HTPL | STD
33 | 670 | HTPL | STD
33 | 763 | HTPL | HD
33 | 632 | HTPL | STD
33 | 770 | LTPL | HD
33 | 714 | HTPL | HD
33 | 870 | LTPL | SDD
33 | 743 | HTPL | STD
33 | 821 | LTPL | SDD
33 | 498 | HTPL | SDD
33 | 590 | LTPL | SDD
33 | 699 | LTPL | SDD
33 | 507 | LTPL | STD
33 | 702 | LTPL | HD
33 | 984 | LTPL | SDD
33 | 633 | LTPL | STD
33 | 778 | LTPL | STD
33 | 957 | HTPL | HD
33 | 760 | HTPL | SDD
33 | 591 | LTPL | STD
33 | 1057 | LTPL | SDD
33 | 823 | LTPL | HD
33 | 760 | LTPL | HD
33 | 846 | LTPL | SDD
33 | 692 | LTPL | HD
33 | 662 | LTPL | STD
33 | 614 | LTPL | HD
33 | 807 | HTPL | HD
33 | 609 | LTPL | STD
33 | 1140 | LTPL | STD
33 | 1027 | HTPL | HD
33 | 682 | LTPL | STD
33 | 748 | LTPL | SDD
33 | 798 | LTPL | HD
33 | 725 | LTPL | HD
33 | 839 | HTPL | HD
33 | 846 | LTPL | SDD
33 | 803 | LTPL | SDD
33 | 651 | LTPL | STD
33 | 708 | HTPL | HD
33 | 556 | HTPL | HD
33 | 834 | LTPL | HD
34 | 1010 | HTPL | STD
34 | 716 | LTPL | HD
34 | 969 | HTPL | SDD
34 | 639 | LTPL | HD
34 | 596 | HTPL | STD
34 | 582 | HTPL | HD
34 | 580 | LTPL | HD
34 | 635 | LTPL | HD
34 | 536 | HTPL | STD
34 | 769 | LTPL | SDD
34 | 547 | HTPL | STD
34 | 681 | LTPL | HD
34 | 486 | LTPL | STD
34 | 625 | HTPL | STD
34 | 521 | HTPL | SDD
34 | 603 | LTPL | SDD
34 | 630 | LTPL | STD
34 | 658 | LTPL | SDD
34 | 679 | HTPL | SDD
34 | 573 | LTPL | STD
34 | 619 | LTPL | HD
34 | 650 | LTPL | SDD
34 | 549 | LTPL | STD
34 | 599 | HTPL | STD
34 | 474 | LTPL | STD
34 | 784 | LTPL | SDD
34 | 482 | LTPL | STD
34 | 613 | HTPL | SDD
34 | 899 | LTPL | SDD
34 | 552 | HTPL | SDD
34 | 524 | HTPL | HD
34 | 469 | HTPL | STD
34 | 462 | HTPL | STD
34 | 578 | LTPL | HD
34 | 523 | HTPL | HD
34 | 562 | LTPL | STD
34 | 611 | HTPL | SDD
34 | 573 | HTPL | HD
34 | 576 | HTPL | HD
34 | 693 | LTPL | HD
34 | 610 | HTPL | HD
34 | 604 | HTPL | STD
34 | 527 | LTPL | HD
34 | 697 | LTPL | SDD
34 | 581 | HTPL | SDD
34 | 549 | HTPL | SDD
34 | 492 | HTPL | HD
34 | 670 | LTPL | STD
34 | 581 | LTPL | SDD
34 | 561 | HTPL | HD
34 | 668 | LTPL | HD
34 | 566 | HTPL | SDD
34 | 498 | HTPL | STD
34 | 629 | LTPL | STD
34 | 666 | LTPL | SDD
34 | 487 | HTPL | HD
34 | 479 | HTPL | SDD
34 | 563 | HTPL | STD
34 | 542 | HTPL | SDD
34 | 581 | LTPL | SDD
34 | 568 | LTPL | STD
34 | 508 | LTPL | HD
34 | 416 | LTPL | STD
34 | 466 | HTPL | STD
34 | 606 | LTPL | HD
34 | 520 | LTPL | HD
34 | 580 | LTPL | SDD
34 | 534 | HTPL | STD
34 | 626 | HTPL | HD
34 | 548 | HTPL | HD
34 | 537 | HTPL | HD
34 | 491 | HTPL | SDD
34 | 724 | LTPL | STD
34 | 698 | LTPL | SDD
34 | 513 | LTPL | HD
34 | 498 | LTPL | STD
34 | 500 | LTPL | HD
34 | 509 | HTPL | STD
34 | 600 | LTPL | SDD
34 | 533 | LTPL | STD
34 | 539 | HTPL | STD
34 | 618 | HTPL | SDD
34 | 627 | HTPL | STD
34 | 564 | LTPL | STD
34 | 992 | LTPL | SDD
34 | 464 | HTPL | STD
34 | 517 | LTPL | STD
34 | 442 | HTPL | STD
34 | 978 | LTPL | SDD
34 | 629 | LTPL | HD
34 | 638 | HTPL | HD
34 | 861 | HTPL | SDD
34 | 577 | LTPL | HD
34 | 834 | LTPL | STD
34 | 675 | LTPL | STD
34 | 578 | LTPL | HD
34 | 571 | HTPL | STD
34 | 567 | LTPL | HD
34 | 599 | LTPL | HD
34 | 509 | LTPL | STD
34 | 570 | HTPL | HD
34 | 468 | HTPL | STD
34 | 522 | LTPL | HD
34 | 499 | HTPL | HD
34 | 586 | HTPL | HD
34 | 726 | HTPL | SDD
34 | 497 | HTPL | STD
34 | 596 | HTPL | STD
34 | 507 | HTPL | SDD
34 | 497 | HTPL | HD
34 | 560 | LTPL | STD
34 | 505 | HTPL | STD
34 | 451 | HTPL | STD
34 | 514 | LTPL | STD
34 | 452 | HTPL | STD
34 | 808 | LTPL | SDD
34 | 818 | LTPL | SDD
34 | 660 | LTPL | SDD
34 | 708 | HTPL | SDD
34 | 704 | HTPL | SDD
34 | 604 | LTPL | STD
34 | 626 | HTPL | SDD
34 | 549 | HTPL | HD
34 | 581 | HTPL | STD
34 | 497 | HTPL | SDD
34 | 579 | HTPL | HD
34 | 587 | LTPL | HD
34 | 502 | HTPL | SDD
34 | 450 | HTPL | HD
34 | 543 | LTPL | STD
34 | 811 | LTPL | SDD
34 | 571 | LTPL | HD
34 | 662 | LTPL | SDD
34 | 565 | HTPL | HD
34 | 545 | HTPL | HD
34 | 467 | LTPL | STD
34 | 615 | HTPL | STD
34 | 624 | LTPL | SDD
34 | 490 | LTPL | SDD
34 | 610 | HTPL | STD
34 | 457 | HTPL | STD
34 | 444 | HTPL | HD
34 | 441 | HTPL | HD
34 | 463 | HTPL | STD
34 | 504 | HTPL | HD
34 | 674 | HTPL | SDD
34 | 819 | HTPL | SDD
34 | 571 | LTPL | STD
34 | 551 | HTPL | SDD
34 | 510 | HTPL | SDD
34 | 864 | LTPL | SDD
34 | 588 | HTPL | HD
34 | 519 | LTPL | HD
34 | 936 | LTPL | SDD
34 | 602 | HTPL | SDD
34 | 693 | LTPL | STD
34 | 484 | LTPL | STD
34 | 823 | LTPL | SDD
34 | 530 | HTPL | HD
34 | 568 | LTPL | HD
34 | 567 | HTPL | HD
34 | 615 | HTPL | SDD
34 | 815 | LTPL | SDD
34 | 582 | LTPL | STD
34 | 569 | HTPL | SDD
34 | 658 | HTPL | STD
34 | 648 | LTPL | HD
34 | 540 | HTPL | HD
34 | 454 | LTPL | STD
34 | 681 | LTPL | HD
34 | 660 | LTPL | SDD
34 | 585 | HTPL | STD
34 | 570 | LTPL | HD
34 | 556 | HTPL | HD
34 | 806 | LTPL | SDD
34 | 853 | HTPL | SDD
34 | 558 | HTPL | STD
34 | 703 | LTPL | STD
34 | 502 | LTPL | STD
34 | 495 | HTPL | STD
34 | 519 | HTPL | SDD
34 | 558 | HTPL | HD
34 | 500 | HTPL | STD
34 | 511 | HTPL | STD
34 | 485 | HTPL | STD
34 | 584 | LTPL | HD
34 | 502 | LTPL | STD
34 | 1299 | LTPL | HD
34 | 945 | HTPL | HD
34 | 794 | LTPL | STD
34 | 835 | HTPL | SDD
34 | 706 | HTPL | HD
34 | 787 | LTPL | STD
34 | 818 | LTPL | HD
34 | 780 | LTPL | STD
34 | 740 | HTPL | HD
34 | 767 | HTPL | SDD
34 | 683 | LTPL | STD
34 | 542 | HTPL | HD
34 | 593 | LTPL | STD
34 | 643 | LTPL | STD
34 | 741 | LTPL | HD
34 | 792 | LTPL | HD
34 | 907 | HTPL | SDD
34 | 671 | LTPL | HD
34 | 638 | HTPL | HD
34 | 671 | LTPL | STD
34 | 564 | HTPL | HD
34 | 649 | LTPL | STD
34 | 595 | HTPL | HD
34 | 892 | HTPL | SDD
34 | 523 | HTPL | STD
34 | 594 | LTPL | SDD
34 | 650 | HTPL | HD
34 | 704 | HTPL | STD
34 | 669 | LTPL | STD
34 | 625 | HTPL | SDD
34 | 582 | HTPL | HD
34 | 623 | LTPL | HD
34 | 671 | HTPL | SDD
34 | 576 | HTPL | STD
34 | 615 | HTPL | SDD
34 | 659 | LTPL | SDD
34 | 1126 | LTPL | SDD
34 | 1069 | LTPL | SDD
34 | 603 | LTPL | STD
34 | 641 | HTPL | SDD
34 | 835 | LTPL | STD
34 | 614 | LTPL | STD
34 | 521 | LTPL | HD
34 | 916 | LTPL | SDD
34 | 592 | HTPL | STD
34 | 705 | HTPL | STD
34 | 676 | HTPL | STD
34 | 592 | LTPL | HD
34 | 592 | HTPL | STD
34 | 1140 | HTPL | SDD
34 | 612 | HTPL | STD
34 | 648 | HTPL | STD
34 | 713 | LTPL | HD
34 | 768 | LTPL | SDD
34 | 684 | LTPL | STD
34 | 648 | LTPL | SDD
34 | 651 | HTPL | STD
34 | 754 | LTPL | HD
34 | 593 | LTPL | SDD
34 | 905 | HTPL | SDD
34 | 647 | LTPL | STD
34 | 623 | HTPL | HD
34 | 708 | HTPL | SDD
34 | 496 | HTPL | HD
34 | 597 | LTPL | STD
34 | 593 | LTPL | STD
34 | 705 | LTPL | HD
34 | 877 | LTPL | HD
34 | 696 | HTPL | STD
34 | 595 | LTPL | STD
34 | 745 | LTPL | STD
34 | 596 | LTPL | SDD
34 | 675 | LTPL | SDD
34 | 882 | HTPL | SDD
34 | 567 | HTPL | HD
34 | 680 | LTPL | HD
34 | 608 | HTPL | HD
34 | 722 | LTPL | HD
34 | 698 | LTPL | SDD
34 | 834 | LTPL | SDD
34 | 654 | HTPL | SDD
34 | 683 | HTPL | SDD
34 | 599 | HTPL | SDD
34 | 617 | HTPL | STD
34 | 572 | HTPL | STD
34 | 572 | HTPL | HD
34 | 574 | LTPL | SDD
34 | 610 | LTPL | HD
34 | 495 | HTPL | SDD
34 | 594 | LTPL | HD
34 | 563 | HTPL | SDD
34 | 502 | HTPL | HD
34 | 719 | LTPL | HD
34 | 568 | HTPL | HD
34 | 521 | HTPL | STD
34 | 498 | HTPL | HD
34 | 681 | LTPL | SDD
34 | 534 | HTPL | SDD
34 | 607 | HTPL | SDD
34 | 497 | HTPL | HD
34 | 676 | LTPL | STD
34 | 538 | LTPL | HD
34 | 626 | LTPL | SDD
34 | 537 | LTPL | SDD
34 | 561 | HTPL | STD
34 | 778 | LTPL | SDD
34 | 645 | HTPL | SDD
34 | 589 | HTPL | STD
34 | 862 | HTPL | HD
34 | 560 | HTPL | HD
34 | 592 | HTPL | STD
34 | 619 | LTPL | SDD
34 | 584 | LTPL | STD
34 | 617 | HTPL | HD
34 | 491 | HTPL | HD
34 | 592 | HTPL | HD
34 | 549 | HTPL | SDD
34 | 574 | HTPL | STD
34 | 504 | LTPL | HD
34 | 660 | LTPL | SDD
34 | 503 | LTPL | HD
34 | 514 | LTPL | STD
34 | 599 | HTPL | STD
34 | 511 | HTPL | HD
34 | 606 | HTPL | STD
34 | 780 | LTPL | SDD
34 | 579 | LTPL | HD
34 | 795 | HTPL | SDD
34 | 603 | LTPL | HD
34 | 661 | HTPL | SDD
34 | 583 | LTPL | HD
34 | 597 | HTPL | SDD
34 | 567 | HTPL | HD
34 | 1054 | LTPL | SDD
34 | 714 | HTPL | STD
34 | 576 | LTPL | STD
34 | 518 | HTPL | STD
34 | 528 | HTPL | STD
34 | 586 | LTPL | STD
34 | 521 | LTPL | STD
34 | 693 | LTPL | SDD
34 | 1315 | HTPL | HD
34 | 667 | LTPL | HD
34 | 546 | LTPL | STD
34 | 571 | HTPL | HD
34 | 522 | HTPL | HD
34 | 733 | LTPL | HD
34 | 547 | LTPL | HD
34 | 684 | HTPL | SDD
34 | 581 | HTPL | HD
34 | 576 | HTPL | HD
34 | 545 | HTPL | HD
34 | 534 | HTPL | HD
34 | 580 | HTPL | STD
34 | 970 | LTPL | SDD
34 | 816 | HTPL | SDD
34 | 718 | LTPL | SDD
34 | 554 | LTPL | HD
34 | 519 | LTPL | STD
34 | 501 | LTPL | STD
34 | 500 | LTPL | HD
34 | 762 | HTPL | SDD
34 | 560 | HTPL | SDD
34 | 479 | LTPL | SDD
34 | 667 | HTPL | SDD
34 | 1037 | LTPL | SDD
34 | 574 | HTPL | STD
34 | 663 | HTPL | STD
34 | 696 | LTPL | SDD
34 | 535 | HTPL | STD
34 | 684 | LTPL | HD
34 | 561 | HTPL | STD
34 | 810 | HTPL | SDD
34 | 615 | HTPL | HD
34 | 661 | LTPL | STD
34 | 557 | LTPL | HD
34 | 862 | LTPL | SDD
34 | 589 | HTPL | STD
34 | 570 | LTPL | SDD
34 | 564 | HTPL | STD
34 | 835 | HTPL | SDD
34 | 663 | HTPL | SDD
34 | 595 | LTPL | STD
34 | 637 | HTPL | STD
34 | 507 | HTPL | STD
34 | 554 | LTPL | STD
34 | 636 | HTPL | HD
34 | 560 | LTPL | STD
34 | 1148 | HTPL | SDD
34 | 593 | LTPL | SDD
34 | 739 | HTPL | SDD
34 | 663 | HTPL | SDD
34 | 539 | HTPL | HD
34 | 514 | LTPL | SDD
34 | 529 | LTPL | STD
34 | 538 | LTPL | STD
34 | 592 | LTPL | HD
34 | 463 | LTPL | HD
34 | 1094 | HTPL | SDD
34 | 608 | HTPL | HD
34 | 549 | LTPL | SDD
34 | 573 | LTPL | STD
34 | 729 | LTPL | HD
34 | 619 | HTPL | STD
34 | 716 | LTPL | SDD
34 | 639 | LTPL | SDD
34 | 640 | LTPL | HD
34 | 662 | LTPL | STD
34 | 611 | LTPL | STD
34 | 713 | HTPL | SDD
34 | 681 | LTPL | SDD
34 | 576 | LTPL | HD
34 | 644 | LTPL | STD
34 | 614 | HTPL | STD
34 | 569 | HTPL | HD
34 | 487 | LTPL | HD
34 | 557 | HTPL | STD
36 | 770 | LTPL | HD
36 | 571 | LTPL | STD
36 | 714 | HTPL | HD
36 | 627 | LTPL | STD
36 | 732 | LTPL | HD
36 | 725 | HTPL | HD
36 | 675 | LTPL | HD
36 | 744 | HTPL | SDD
36 | 574 | LTPL | HD
36 | 900 | LTPL | SDD
36 | 697 | LTPL | SDD
36 | 673 | LTPL | STD
36 | 630 | HTPL | STD
36 | 663 | HTPL | STD
36 | 603 | HTPL | STD
36 | 593 | HTPL | SDD
36 | 987 | LTPL | SDD
36 | 618 | HTPL | STD
36 | 763 | LTPL | HD
36 | 696 | HTPL | SDD
36 | 711 | LTPL | SDD
36 | 660 | HTPL | STD
36 | 640 | LTPL | STD
36 | 794 | LTPL | STD
36 | 841 | LTPL | HD
36 | 608 | LTPL | HD
36 | 887 | HTPL | SDD
36 | 598 | LTPL | HD
36 | 555 | LTPL | STD
36 | 834 | LTPL | SDD
36 | 650 | HTPL | HD
36 | 651 | HTPL | SDD
36 | 821 | LTPL | STD
36 | 593 | HTPL | SDD
36 | 858 | LTPL | SDD
36 | 702 | HTPL | SDD
36 | 733 | HTPL | SDD
36 | 597 | LTPL | SDD
36 | 666 | HTPL | HD
36 | 597 | LTPL | STD
36 | 666 | HTPL | STD
36 | 572 | HTPL | STD
36 | 596 | HTPL | HD
36 | 606 | HTPL | SDD
36 | 816 | HTPL | HD
36 | 632 | HTPL | HD
36 | 875 | HTPL | SDD
36 | 679 | LTPL | STD
36 | 657 | LTPL | HD
36 | 2248 | HTPL | SDD
36 | 804 | LTPL | HD
36 | 815 | HTPL | HD
36 | 764 | LTPL | HD
36 | 670 | LTPL | STD
36 | 794 | HTPL | HD
36 | 841 | HTPL | HD
36 | 658 | LTPL | SDD
36 | 756 | LTPL | SDD
36 | 684 | HTPL | SDD
36 | 547 | HTPL | STD
36 | 513 | HTPL | STD
36 | 664 | LTPL | SDD
36 | 704 | HTPL | SDD
36 | 600 | LTPL | SDD
36 | 735 | HTPL | HD
36 | 1453 | HTPL | STD
36 | 774 | HTPL | STD
36 | 822 | HTPL | SDD
36 | 891 | HTPL | STD
36 | 732 | HTPL | SDD
36 | 656 | LTPL | STD
36 | 773 | HTPL | HD
36 | 780 | LTPL | STD
36 | 656 | LTPL | HD
36 | 618 | LTPL | HD
36 | 651 | LTPL | STD
36 | 909 | HTPL | STD
36 | 864 | LTPL | HD
36 | 671 | HTPL | STD
36 | 988 | LTPL | STD
36 | 636 | HTPL | HD
36 | 635 | LTPL | SDD
36 | 838 | HTPL | STD
36 | 594 | HTPL | HD
36 | 627 | LTPL | SDD
36 | 782 | HTPL | HD
36 | 929 | HTPL | SDD
36 | 750 | HTPL | HD
36 | 618 | HTPL | STD
36 | 875 | LTPL | SDD
36 | 738 | HTPL | STD
36 | 622 | LTPL | STD
36 | 666 | LTPL | HD
36 | 709 | HTPL | STD
36 | 611 | LTPL | HD
36 | 708 | HTPL | STD
36 | 759 | HTPL | STD
36 | 550 | LTPL | SDD
36 | 554 | LTPL | STD
36 | 814 | HTPL | SDD
36 | 919 | HTPL | HD
36 | 757 | HTPL | SDD
36 | 920 | LTPL | SDD
36 | 699 | HTPL | HD
36 | 711 | HTPL | HD
36 | 987 | HTPL | HD
36 | 686 | HTPL | SDD
36 | 816 | LTPL | STD
36 | 801 | LTPL | SDD
36 | 714 | LTPL | STD
36 | 744 | LTPL | HD
36 | 642 | HTPL | HD
36 | 698 | LTPL | SDD
36 | 586 | LTPL | SDD
36 | 703 | LTPL | HD
36 | 749 | LTPL | HD
36 | 711 | LTPL | SDD
36 | 655 | LTPL | STD
36 | 651 | LTPL | STD
36 | 649 | LTPL | SDD
36 | 859 | HTPL | SDD
36 | 728 | LTPL | STD
36 | 609 | HTPL | SDD
36 | 630 | LTPL | HD
36 | 1806 | HTPL | HD
36 | 1038 | LTPL | SDD
36 | 757 | LTPL | SDD
36 | 1168 | LTPL | SDD
36 | 850 | HTPL | STD
36 | 629 | HTPL | HD
36 | 612 | LTPL | STD
36 | 637 | LTPL | STD
36 | 782 | LTPL | HD
36 | 1348 | LTPL | SDD
36 | 799 | LTPL | SDD
36 | 681 | HTPL | STD
36 | 634 | HTPL | SDD
36 | 922 | LTPL | SDD
36 | 602 | LTPL | HD
36 | 834 | HTPL | SDD
36 | 634 | HTPL | SDD
36 | 560 | HTPL | SDD
36 | 628 | HTPL | HD
36 | 801 | LTPL | STD
36 | 628 | HTPL | STD
36 | 604 | HTPL | HD
36 | 1110 | LTPL | SDD
36 | 566 | HTPL | SDD
36 | 578 | HTPL | SDD
36 | 659 | HTPL | HD
36 | 510 | HTPL | SDD
36 | 588 | LTPL | SDD
36 | 817 | HTPL | STD
36 | 604 | HTPL | SDD
36 | 707 | LTPL | HD
36 | 819 | LTPL | HD
36 | 618 | LTPL | STD
36 | 1020 | LTPL | SDD
36 | 862 | LTPL | HD
36 | 938 | HTPL | STD
36 | 635 | LTPL | STD
36 | 737 | LTPL | SDD
36 | 820 | LTPL | STD
36 | 602 | HTPL | HD
36 | 1039 | LTPL | HD
36 | 730 | HTPL | STD
36 | 801 | HTPL | STD
36 | 665 | HTPL | HD
36 | 1021 | LTPL | SDD
36 | 693 | LTPL | HD
36 | 645 | HTPL | STD
36 | 1027 | LTPL | SDD
36 | 964 | HTPL | SDD
36 | 652 | LTPL | STD
36 | 715 | HTPL | HD
36 | 631 | HTPL | SDD
36 | 601 | HTPL | HD
36 | 941 | LTPL | STD
36 | 610 | HTPL | SDD
36 | 723 | HTPL | SDD
36 | 726 | LTPL | HD
36 | 789 | HTPL | HD
36 | 775 | HTPL | SDD
36 | 653 | HTPL | HD
36 | 593 | HTPL | HD
36 | 640 | HTPL | STD
36 | 879 | LTPL | SDD
36 | 646 | LTPL | STD
36 | 687 | HTPL | STD
36 | 703 | HTPL | STD
36 | 638 | HTPL | SDD
36 | 715 | HTPL | SDD
36 | 1047 | LTPL | SDD
36 | 627 | LTPL | HD
36 | 715 | LTPL | SDD
36 | 766 | HTPL | SDD
36 | 1310 | HTPL | SDD
36 | 710 | LTPL | HD
36 | 757 | LTPL | SDD
36 | 667 | HTPL | STD
36 | 645 | HTPL | STD
36 | 653 | LTPL | SDD
36 | 699 | HTPL | STD
36 | 698 | HTPL | SDD
36 | 691 | LTPL | HD
36 | 711 | LTPL | SDD
36 | 1033 | HTPL | HD
36 | 812 | LTPL | HD
36 | 622 | HTPL | SDD
36 | 926 | HTPL | HD
36 | 835 | LTPL | HD
36 | 845 | HTPL | STD
36 | 696 | LTPL | HD
36 | 657 | LTPL | STD
36 | 869 | LTPL | STD
36 | 699 | HTPL | HD
36 | 730 | HTPL | HD
36 | 646 | HTPL | HD
36 | 748 | LTPL | STD
36 | 652 | LTPL | STD
36 | 659 | HTPL | STD
36 | 872 | LTPL | STD
36 | 602 | LTPL | HD
36 | 764 | HTPL | STD
36 | 1144 | HTPL | SDD
36 | 643 | LTPL | STD
36 | 715 | LTPL | STD
36 | 993 | HTPL | SDD
36 | 679 | LTPL | SDD
36 | 621 | LTPL | STD
36 | 718 | LTPL | HD
36 | 548 | LTPL | STD
36 | 605 | LTPL | HD
36 | 599 | HTPL | STD
36 | 990 | HTPL | HD
36 | 971 | HTPL | HD
36 | 810 | LTPL | HD
36 | 714 | LTPL | HD
36 | 629 | HTPL | STD
36 | 637 | HTPL | STD
36 | 903 | LTPL | STD
36 | 741 | LTPL | HD
36 | 705 | LTPL | SDD
36 | 919 | HTPL | HD
36 | 560 | HTPL | STD
36 | 546 | HTPL | HD
36 | 1097 | LTPL | HD
36 | 626 | LTPL | SDD
36 | 943 | HTPL | HD
36 | 697 | LTPL | HD
36 | 582 | HTPL | STD
36 | 727 | LTPL | STD
36 | 717 | LTPL | HD
36 | 630 | HTPL | STD
36 | 639 | LTPL | STD
36 | 631 | LTPL | HD
36 | 784 | LTPL | STD
36 | 1067 | HTPL | HD
36 | 1039 | LTPL | HD
36 | 1502 | HTPL | SDD
36 | 724 | HTPL | HD
36 | 822 | HTPL | STD
36 | 732 | HTPL | STD
36 | 816 | LTPL | STD
36 | 751 | LTPL | HD
36 | 1007 | HTPL | STD
36 | 803 | LTPL | HD
36 | 784 | LTPL | STD
36 | 1384 | LTPL | SDD
36 | 803 | HTPL | STD
36 | 1041 | LTPL | SDD
36 | 740 | LTPL | STD
36 | 756 | HTPL | STD
36 | 828 | HTPL | HD
36 | 735 | HTPL | STD
36 | 831 | LTPL | SDD
36 | 781 | LTPL | STD
36 | 823 | HTPL | HD
36 | 1068 | HTPL | SDD
36 | 1072 | HTPL | SDD
36 | 697 | LTPL | STD
36 | 710 | HTPL | STD
36 | 862 | LTPL | SDD
36 | 681 | HTPL | HD
36 | 839 | HTPL | HD
36 | 1054 | HTPL | SDD
36 | 840 | HTPL | HD
36 | 683 | HTPL | SDD
36 | 769 | LTPL | SDD
36 | 1076 | HTPL | HD
36 | 731 | HTPL | STD
36 | 820 | HTPL | SDD
36 | 963 | LTPL | HD
36 | 795 | LTPL | HD
36 | 745 | LTPL | STD
36 | 645 | LTPL | SDD
36 | 990 | HTPL | SDD
36 | 645 | LTPL | HD
36 | 979 | HTPL | STD
36 | 666 | LTPL | STD
36 | 729 | LTPL | SDD
36 | 707 | LTPL | STD
36 | 727 | HTPL | SDD
36 | 616 | LTPL | STD
36 | 885 | HTPL | STD
36 | 829 | HTPL | HD
36 | 766 | LTPL | STD
36 | 689 | LTPL | HD
36 | 697 | LTPL | HD
36 | 634 | LTPL | HD
36 | 1074 | HTPL | SDD
36 | 938 | LTPL | SDD
36 | 749 | HTPL | HD
36 | 719 | HTPL | SDD
36 | 663 | LTPL | HD
36 | 703 | LTPL | SDD
36 | 836 | LTPL | STD
36 | 683 | LTPL | SDD
36 | 717 | LTPL | HD
36 | 908 | HTPL | SDD
36 | 868 | HTPL | SDD
36 | 629 | HTPL | HD
36 | 730 | LTPL | SDD
36 | 632 | HTPL | STD
36 | 608 | LTPL | HD
36 | 685 | LTPL | STD
36 | 937 | HTPL | SDD
36 | 664 | HTPL | STD
36 | 810 | LTPL | SDD
36 | 1126 | LTPL | SDD
36 | 635 | LTPL | STD
36 | 767 | HTPL | HD
36 | 590 | LTPL | STD
36 | 749 | HTPL | HD
36 | 733 | LTPL | SDD
36 | 971 | HTPL | SDD
36 | 1125 | LTPL | SDD
36 | 735 | HTPL | SDD
36 | 741 | HTPL | HD
36 | 714 | LTPL | STD
36 | 855 | LTPL | SDD
36 | 623 | LTPL | STD
36 | 1136 | HTPL | SDD
36 | 567 | LTPL | SDD
36 | 975 | HTPL | STD
36 | 1020 | HTPL | SDD
36 | 1009 | LTPL | SDD
36 | 816 | HTPL | SDD
36 | 676 | HTPL | HD
36 | 683 | LTPL | HD
36 | 721 | HTPL | STD
36 | 729 | LTPL | HD
36 | 938 | HTPL | STD
36 | 772 | HTPL | SDD
36 | 688 | HTPL | HD
36 | 683 | LTPL | STD
36 | 1342 | HTPL | SDD
36 | 791 | LTPL | SDD
36 | 747 | LTPL | SDD
36 | 1198 | LTPL | STD
36 | 844 | LTPL | SDD
36 | 632 | LTPL | HD
36 | 645 | HTPL | STD
36 | 803 | HTPL | STD
36 | 730 | HTPL | HD
36 | 727 | HTPL | STD
36 | 634 | LTPL | HD
36 | 1046 | HTPL | HD
36 | 701 | LTPL | HD
36 | 786 | LTPL | HD
36 | 901 | LTPL | SDD
36 | 981 | HTPL | STD
36 | 1271 | LTPL | SDD
36 | 824 | HTPL | STD
36 | 1331 | HTPL | SDD
36 | 1393 | LTPL | HD
36 | 620 | LTPL | STD
36 | 889 | HTPL | HD
36 | 854 | HTPL | HD
36 | 695 | HTPL | STD
36 | 762 | LTPL | STD
36 | 860 | HTPL | SDD
36 | 929 | LTPL | SDD
36 | 755 | HTPL | HD
36 | 772 | HTPL | STD
36 | 765 | HTPL | HD
36 | 754 | HTPL | HD
36 | 935 | HTPL | SDD
36 | 902 | HTPL | SDD
36 | 665 | HTPL | HD
36 | 791 | HTPL | STD
36 | 752 | LTPL | HD
36 | 721 | LTPL | SDD
36 | 686 | LTPL | SDD
36 | 753 | HTPL | STD
36 | 1118 | HTPL | SDD
36 | 1062 | LTPL | SDD
36 | 641 | LTPL | STD
36 | 672 | LTPL | STD
36 | 700 | LTPL | STD
36 | 693 | LTPL | HD
36 | 707 | HTPL | STD
36 | 496 | LTPL | STD
36 | 925 | HTPL | HD
36 | 584 | LTPL | STD
36 | 846 | HTPL | HD
36 | 771 | LTPL | STD
36 | 706 | LTPL | HD
36 | 1159 | HTPL | SDD
36 | 811 | HTPL | STD
36 | 658 | HTPL | SDD
36 | 865 | HTPL | STD
36 | 1160 | LTPL | HD
36 | 596 | LTPL | STD
36 | 855 | LTPL | SDD
36 | 1460 | LTPL | SDD
36 | 885 | LTPL | SDD
36 | 1353 | HTPL | SDD
36 | 663 | HTPL | STD
36 | 655 | LTPL | STD
36 | 945 | LTPL | HD
36 | 588 | HTPL | STD
